,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
1435790,1435790,Escape Simulator,"First-person puzzler you can play solo or in an online co-op (best with 2-3 players, but playable with more). Explore a set of highly interactive escape rooms. Move furniture, pick up and examine everything, smash pots and break locks! Supports community rooms through the level editor.",Pine Studio,Pine Studio,"Adventure, Casual, Indie, Simulation","Puzzle, Co-op, Multiplayer, Escape Room",game,"['Multi-player', 'Single-player', 'Co-op', 'Stats', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Online Co-op']","200,000 .. 500,000",8041,550,1499,1499,0,925,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Turkish","{'windows': True, 'mac': True, 'linux': True}",2021/10/19,0,https://escapesimulator.com/,https://cdn.akamai.steamstatic.com/steam/apps/1435790/header.jpg?t=1667817671
1437830,1437830,Heroes of the Three Kingdoms 2,《三国群英传Ⅱ》是由奥汀科技运营研发的一款即时战略游戏。于1999年发行，为《三国群英传》系列游戏作品的第二部。游戏开创性地在此类游戏中引入了即时战略的时间概念、独特的内政和作战模式、动听的CD音轨以及华丽的背景地图。,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.","Action, RPG, Simulation, Strategy","Strategy, Strategy RPG, Singleplayer, 2D",game,['Single-player'],"200,000 .. 500,000",1102,50,99,99,0,601,"Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/11/12,0,,https://cdn.akamai.steamstatic.com/steam/apps/1437830/header.jpg?t=1667372736
1437880,1437880,Heroes of the Three Kingdoms 7,《三国群英传Ⅶ》由宇峻奥汀研发，是三国群英传系列第七作。游戏内除了拥有系列作中广受好评的千人战之外，全新升级了武将技，添加更多的战略系统，在武器的合成、士兵的强化等方面都做了全新的设计。藉以触动玩家每一根运筹帷幄的思考神经，挑战玩家战术运用的极致。,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.","RPG, Simulation, Strategy","Strategy, Strategy RPG, Singleplayer, Military",game,['Single-player'],"200,000 .. 500,000",1763,369,699,699,0,770,"English, Not supported, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/11/12,0,,https://cdn.akamai.steamstatic.com/steam/apps/1437880/header.jpg?t=1667372986
1446780,1446780,MONSTER HUNTER RISE,"Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,"Action, RPG, Online Co-Op, Hunting",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op']","5,000,000 .. 10,000,000",45057,7260,3999,3999,0,13796,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2022/01/12,0,https://www.monsterhunter.com/rise-steam/,https://cdn.akamai.steamstatic.com/steam/apps/1446780/header.jpg?t=1664761827
1449690,1449690,The Walking Dead: The Telltale Definitive Series,"The Walking Dead: The Telltale Definitive Series contains all 4 Seasons, 400 Days, and The Walking Dead: Michonne, which includes over 50 hours of gameplay across 23 unique episodes.",Skybound Games,Skybound Games,Adventure,"Choices Matter, Story Rich, Interactive Fiction, Horror",game,"['Single-player', 'Steam Achievements', 'Full controller support']","200,000 .. 500,000",7017,305,4999,4999,0,646,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/10/29,18,https://www.skybound.com/telltales-the-walking-dead-the-definitive-series,https://cdn.akamai.steamstatic.com/steam/apps/1449690/header.jpg?t=1645232101
1451940,1451940,NEEDY STREAMER OVERLOAD,"NEEDY STREAMER OVERLOAD is a “multi-ending ADV” depicting daily life with “OMGkawaiiAngel”, a young girl with a rather extreme need for approval attempting to become the #1 “Internet Angel” (streamer).","WSS playground, xemono",WSS playground,Simulation,"Psychological Horror, Visual Novel, Sexual Content, Anime",game,"['Single-player', 'Steam Achievements']","200,000 .. 500,000",14670,762,1599,1599,0,815,"English, Japanese, Simplified Chinese, Korean, Traditional Chinese","{'windows': True, 'mac': True, 'linux': False}",2022/01/21,0,,https://cdn.akamai.steamstatic.com/steam/apps/1451940/header.jpg?t=1656071815
1454400,1454400,Cookie Clicker,"An idle game about making cookies! Originally released in 2013 on the web, and actively developed since then. This is the official version for Steam.","Orteil, DashNet",Playsaurus,"Casual, Indie, Simulation, Strategy","Clicker, Idler, Casual, Indie",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop']","2,000,000 .. 5,000,000",36122,984,499,499,0,9266,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean","{'windows': True, 'mac': False, 'linux': False}",2021/09/1,0,https://orteil.dashnet.org/cookieclicker/,https://cdn.akamai.steamstatic.com/steam/apps/1454400/header.jpg?t=1654840309
1455840,1455840,Dorfromantik,"Dorfromantik is a peaceful building strategy and puzzle game where you create a beautiful and ever-growing village landscape by placing tiles. Explore a variety of colorful biomes, discover and unlock new tiles and complete quests to fill your world with life!",Toukana Interactive,Toukana Interactive,"Casual, Indie, Simulation, Strategy","City Builder, Puzzle, Indie, Strategy",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Trading Cards']","200,000 .. 500,000",16771,523,1399,1399,0,554,"English, German, French, Italian, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Polish, Swedish, Spanish - Spain, Turkish, Arabic, Dutch, Hungarian, Japanese, Norwegian, Portuguese - Portugal, Ukrainian, Korean, Czech","{'windows': True, 'mac': False, 'linux': False}",2022/04/28,0,https://toukana.com/dorfromantik/,https://cdn.akamai.steamstatic.com/steam/apps/1455840/header.jpg?t=1667928332
1458100,1458100,Cozy Grove,"Welcome to Cozy Grove, a game about camping on a haunted, ever-changing island. As a Spirit Scout, you'll wander the island's forest each day, finding new hidden secrets and helping soothe the local ghosts. With a little time and a lot of crafting, you'll bring color and joy back to Cozy Grove!",Spry Fox LLC,Spry Fox LLC,"Casual, Indie","Relaxing, Story Rich, Cute, Collectathon",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","100,000 .. 200,000",4836,535,1499,1499,0,230,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Dutch, Korean, Portuguese - Brazil, Russian, Traditional Chinese, Turkish, Arabic","{'windows': True, 'mac': False, 'linux': False}",2021/04/7,0,http://cozygrovegame.com/,https://cdn.akamai.steamstatic.com/steam/apps/1458100/header.jpg?t=1658264325
1462040,1462040,FINAL FANTASY VII REMAKE INTERGRADE,"Cloud Strife, an ex-SOLDIER operative, descends on the mako-powered city of Midgar. The world of the timeless classic FINAL FANTASY VII is reborn, using cutting-edge graphics technology, a new battle system and an additional adventure featuring Yuffie Kisaragi.",Square Enix,Square Enix,"Action, Adventure, RPG","RPG, Action RPG, Action-Adventure, JRPG",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards']","200,000 .. 500,000",7668,913,6999,6999,0,639,"English, French, Italian, German, Spanish - Spain, Spanish - Latin America, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Japanese, Korean","{'windows': True, 'mac': False, 'linux': False}",2022/06/17,0,https://ffvii-remake-intergrade.square-enix-games.com/en-us/,https://cdn.akamai.steamstatic.com/steam/apps/1462040/header.jpg?t=1663767129
1465360,1465360,SnowRunner,Get ready for the next-generation off-road experience! Drive powerful vehicles and overcome extreme open environments to complete dozens of challenging missions solo or with up to 3 friends!,Saber Interactive,Focus Entertainment,"Adventure, Simulation","Simulation, Adventure, Automobile Sim, Exploration",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on Tablet']","200,000 .. 500,000",13646,1846,2999,2999,0,3982,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/05/17,0,https://www.focus-home.com/games/snowrunner,https://cdn.akamai.steamstatic.com/steam/apps/1465360/header.jpg?t=1665657059
1466640,1466640,Road 96 ,Hitchhike your way to freedom in this crazy procedurally generated road trip. No one's road is the same!,Digixart,"Digixart, Ravenscourt","Action, Adventure, Indie","Adventure, Atmospheric, Choices Matter, Story Rich",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","1,000,000 .. 2,000,000",9630,867,1996,1996,0,216,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Polish","{'windows': True, 'mac': False, 'linux': False}",2021/08/16,0,https://ravenscourt.games/en-US/games/road96/,https://cdn.akamai.steamstatic.com/steam/apps/1466640/header.jpg?t=1665588715
1466860,1466860,Age of Empires IV: Anniversary Edition,"Celebrating its first year of delighting millions of global players, the award-winning and best-selling strategy franchise continues with Age of Empires IV: Anniversary Edition, putting you at the center of even more epic historical battles that shaped the world.","Relic Entertainment, World's Edge",Xbox Game Studios,Strategy,"Strategy, RTS, Multiplayer, Medieval",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Cross-Platform Multiplayer', 'Online PvP', 'Online Co-op', 'PvP']","1,000,000 .. 2,000,000",35911,5682,3999,3999,0,12612,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish, Vietnamese, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Norwegian, Polish, Portuguese - Portugal, Swedish, Hindi","{'windows': True, 'mac': False, 'linux': False}",2021/10/28,0,https://www.ageofempires.com/,https://cdn.akamai.steamstatic.com/steam/apps/1466860/header.jpg?t=1666907107
1468260,1468260,Leaf Blower Revolution - Idle Game,"Leaf Blower Revolution is a Free to Play idle game where you blow away leaves with nuclear leaf blowers, unlock upgrades, earn achievements, and more. Try out Leaf Blower Revolution now and watch numbers going up!",Humble North,Humble North,"Casual, Free to Play, Indie","Idler, Clicker, Free to Play, Pixel Graphics",game,"['Single-player', 'Stats', 'Steam Achievements', 'Steam Cloud']","500,000 .. 1,000,000",16940,869,0,0,0,2961,English,"{'windows': True, 'mac': False, 'linux': False}",2020/12/4,0,,https://cdn.akamai.steamstatic.com/steam/apps/1468260/header.jpg?t=1661195704
1468720,1468720,Ultimate Epic Battle Simulator 2,"Welcome to Ultimate Epic Battle Simulator 2, the most ridiculous and insane battle simulator in existence! Create eye watering battles with hundreds of thousands, even millions of characters on screen! Jump into multiple campaigns in game or player made, or play in sandbox mode and FPS invasion",Brilliant Game Studios,Brilliant Game Studios,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access","Early Access, Simulation, Action, Strategy",game,['Single-player'],"100,000 .. 200,000",2196,291,1999,1999,0,236,English,"{'windows': True, 'mac': False, 'linux': False}",2022/05/12,0,https://www.brilliantgamestudios.com,https://cdn.akamai.steamstatic.com/steam/apps/1468720/header.jpg?t=1667588760
1468810,1468810,鬼谷八荒 Tale of Immortal,"Tale of Immortal is an open-world sandbox based on Chinese mythology and cultivation. You will grow to become immortal, conquer the beasts from the Classic of Mountains and Season, make your choices carefully and grasp your own destiny.",鬼谷工作室,"鬼谷工作室, Lightning Games","Action, Adventure, Indie, RPG, Simulation, Early Access","Early Access, Tactical RPG, Management, Singleplayer",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Remote Play on Tablet']","10,000,000 .. 20,000,000",106691,105374,1999,1999,0,8664,"Simplified Chinese, Traditional Chinese, English","{'windows': True, 'mac': False, 'linux': False}",2021/01/27,0,,https://cdn.akamai.steamstatic.com/steam/apps/1468810/header.jpg?t=1666581672
1473480,1473480,A.V.A,"A.V.A is a classic FPS shooter game featuring various types of PVP/PVE game Modes. Depending on the battlefield, you can choose Pointman, Rifleman, and Sniper and enjoy strategic team play.",NEOWIZ,NEOWIZ,"Action, Free to Play, Massively Multiplayer","FPS, PvP, Competitive, Shooter",game,"['Multi-player', 'In-App Purchases', 'Online PvP', 'PvP']","500,000 .. 1,000,000",2412,2733,0,0,0,2231,"English, Simplified Chinese, Japanese","{'windows': True, 'mac': False, 'linux': False}",2022/08/23,0,,https://cdn.akamai.steamstatic.com/steam/apps/1473480/header.jpg?t=1667198298
1475810,1475810,Ghostwire: Tokyo,"Tokyo's population has vanished, and deadly supernatural forces prowl the streets. Use an arsenal of elemental abilities to unravel the truth behind the disappearance and save Tokyo.",Tango Gameworks,Bethesda Softworks,Action,"Singleplayer, Supernatural, Open World, First-Person",game,"['Single-player', 'Captions available', 'Steam Achievements', 'Steam Cloud', 'Full controller support']","200,000 .. 500,000",7400,1650,5999,5999,0,507,"English, French, Italian, German, Spanish - Spain, Arabic, Spanish - Latin America, Portuguese - Brazil, Polish, Russian, Simplified Chinese, Traditional Chinese, Japanese, Korean","{'windows': True, 'mac': False, 'linux': False}",2022/03/24,0,https://bethesda.net/en/game/ghostwire-tokyo,https://cdn.akamai.steamstatic.com/steam/apps/1475810/header.jpg?t=1666909528
1476970,1476970,Legends of IdleOn - Idle MMO,"The MMO you play while playing other games! Create multiple characters who are always working, even when you're offline! The game gets more complex the more you play, and with features like Tower Defence, Pet Battles, Cooking and more, there's never a dull moment in IdleOn™",Lavaflame2,Lavaflame2,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Early Access","Idler, Free to Play, MMORPG, Pixel Graphics",game,"['Multi-player', 'Single-player', 'Co-op', 'MMO', 'Steam Achievements', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Online Co-op']","500,000 .. 1,000,000",7888,969,0,0,0,2631,English,"{'windows': True, 'mac': False, 'linux': False}",2021/04/2,0,https://www.legendsofidleon.com/,https://cdn.akamai.steamstatic.com/steam/apps/1476970/header.jpg?t=1660610995
